filename,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023,paperId
ICLR_2018_96_content.json,2018,Apprentice: Using Knowledge Distillation Techniques To Improve Low-Precision Network Accuracy,43,23,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2018_96_paper.json,0,0,0,0,2,0,0,3,0,3,0,7,5,0,1,0,0,0,6,27,3,0,27,15,3,28,1,16,1,22,2,2,6,1,1,2,5,1,28,164,267,39,61,67,69,33,13,cf8c44a703350ebc5df46a861c76db9f0e49457b
ICLR_2018_60_content.json,2018,META LEARNING SHARED HIERARCHIES,24,16,10,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,6,4,7,5.67,good,ICLR_2018_60_paper.json,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,4,1,12,2,0,15,9,1,57,3,16,2,4,1,1,0,0,0,2,1,2,25,141,269,38,82,58,52,46,6,4d2c4cbb535801549371d9783a98d1e43bddf4e5
ICLR_2018_16_content.json,2018,Continuous Adaptation via Meta-Learning in Nonstationary and Competitive Environments,50,21,13,2,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,Accept (Oral),Accepted,8,7,9,8,good,ICLR_2018_16_paper.json,1,0,11,6,3,10,5,1,1,0,0,0,0,0,0,0,2,0,4,44,5,2,26,19,0,74,4,24,3,5,3,0,3,1,3,0,4,2,58,236,277,40,73,61,60,45,13,876a57186bd367e7a301b16ee8ace721e74de86a
ICLR_2018_136_content.json,2018,Emergent Complexity via Multi-Agent Competition,32,14,10,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,Accept (Poster),Accepted,3,9,7,6.33,good,ICLR_2018_136_paper.json,0,1,2,2,1,0,0,4,1,0,1,7,1,0,0,0,6,1,7,34,2,3,29,9,0,50,2,18,0,15,1,0,0,1,0,0,2,2,46,180,280,46,72,75,46,42,16,c335ff618991f0a4cdde09271284172a7e5f6b7f
ICLR_2018_101_content.json,2018,Large scale distributed neural network training through online distillation,17,10,0,3,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,4,6,6,good,ICLR_2018_101_paper.json,0,1,6,1,3,2,1,7,0,0,1,2,2,1,1,0,0,0,0,28,3,0,67,7,3,29,0,14,3,4,6,0,2,1,0,1,1,3,12,156,281,24,51,83,64,62,21,cc59b4b1eb7d4629f753bc24f029c5cced301381
ICLR_2018_217_content.json,2018,A Bayesian Perspective on Generalization and Stochastic Gradient Descent,27,19,15,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,3,7,7,5.67,good,ICLR_2018_217_paper.json,1,0,2,2,0,8,0,0,1,0,0,3,1,0,8,0,2,0,1,29,2,0,21,5,2,68,2,2,1,4,0,0,0,2,1,0,0,0,47,157,289,63,49,78,50,47,13,ae4b0b63ff26e52792be7f60bda3ed5db83c1577
ICLR_2018_15_content.json,2018,Breaking the Softmax Bottleneck: A High-Rank RNN Language Model,43,17,20,0,5,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,Accept (Oral),Accepted,7,7,8,7.33,good,ICLR_2018_15_paper.json,0,1,2,2,1,4,3,5,0,0,0,7,0,0,0,0,1,0,0,26,3,2,41,3,2,51,4,11,0,14,0,2,3,1,4,1,2,1,65,210,293,65,114,56,39,20,14,ef9ddbc35676ce8ffc2a8067044473727839dbac
ICLR_2018_189_content.json,2018,A Framework for the Quantitative Evaluation of Disentangled Representations,30,8,10,1,5,4,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2018_189_paper.json,0,0,5,0,1,1,1,5,0,1,0,5,0,0,0,0,1,0,4,24,1,1,24,9,1,35,1,11,0,2,2,0,1,2,0,0,2,0,39,131,293,28,39,72,78,84,31,c405f0ccf9ac92e50e75fde14090f677cf1f1340
ICLR_2018_4_content.json,2018,Training and Inference with Integers in Deep Neural Networks,29,19,9,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,Accept (Oral),Accepted,7,7,8,7.33,good,ICLR_2018_4_paper.json,0,0,7,0,2,0,1,2,0,0,0,6,1,0,1,0,0,1,7,28,2,0,31,9,1,33,3,4,1,0,1,1,0,1,3,0,2,0,66,158,294,38,83,79,51,51,14,acdf151b8efc2c6b05662d69f27531afc557dc85
ICLR_2018_224_content.json,2018,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,55,29,33,0,3,1,1,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Accept (Poster),Accepted,8,8,4,6.67,good,ICLR_2018_224_paper.json,2,0,2,9,1,2,7,8,0,2,0,9,4,0,4,1,2,4,4,61,6,3,6,5,0,25,3,10,1,17,1,2,0,2,0,0,1,3,33,118,296,56,81,82,50,28,3,afc2850945a871e72c245818f9bc141bd659b453
ICLR_2018_262_content.json,2018,Learning how to explain neural networks: PatternNet and PatternAttribution,26,11,2,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2018_262_paper.json,0,0,5,2,2,3,0,4,0,2,0,1,0,0,0,0,3,0,5,27,6,0,33,22,0,59,1,5,1,5,0,0,1,3,1,0,1,2,68,208,296,32,82,79,60,47,6,1d1722f0ffe086dbe6f64e936478955ef01f7024
ICLR_2018_175_content.json,2018,Rethinking the Smaller-Norm-Less-Informative Assumption in Channel Pruning of Convolution Layers,22,14,2,2,5,2,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,7,6,6,good,ICLR_2018_175_paper.json,0,0,3,1,3,1,0,1,0,0,0,2,1,0,0,0,1,0,2,15,1,0,28,11,4,42,3,17,0,9,0,1,1,1,2,1,0,1,49,171,298,27,54,94,89,44,22,60464c4bd94a14b63898e322f9ea651830e54ae0
ICLR_2018_192_content.json,2018,Generalizing Across Domains via Cross-Gradient Training,33,9,2,1,2,1,1,4,5,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2018_192_paper.json,0,0,1,1,3,1,0,2,0,0,0,4,1,1,1,0,2,0,4,21,1,0,25,5,0,47,2,14,0,5,2,0,1,2,0,1,0,3,40,148,300,11,31,51,102,112,47,89dd289e972456559cb9cf670f5cfb378022bdbb
ICLR_2018_204_content.json,2018,Learn to Pay Attention,36,11,6,0,3,1,0,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,6,6,5.67,good,ICLR_2018_204_paper.json,1,0,2,2,0,2,2,9,0,2,0,9,1,0,1,0,3,1,3,38,3,1,17,15,1,41,3,12,2,12,1,0,1,2,3,0,4,5,47,170,305,24,53,96,86,60,17,c70218603f0af1be5d063056cbe629e042141a86
ICLR_2018_59_content.json,2018,Maximum a Posteriori Policy Optimisation,48,28,2,3,6,9,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,Accept (Poster),Accepted,7,6,5,6,good,ICLR_2018_59_paper.json,0,0,4,1,1,3,1,2,0,0,1,1,0,0,1,0,3,0,10,28,3,2,15,11,2,59,2,22,2,12,0,0,1,0,0,2,9,3,53,198,309,20,63,72,80,79,30,a8ef08940341381390d9a5672546354d0ce51328
ICLR_2018_69_content.json,2018,Distributed Distributional Deterministic Policy Gradients,26,11,5,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,9,6,5,6.67,good,ICLR_2018_69_paper.json,0,0,1,1,3,0,6,5,1,0,0,0,1,0,2,0,0,0,6,26,1,1,33,10,0,39,7,16,8,10,1,0,1,0,2,1,1,0,52,183,313,23,62,82,89,64,20,d355e339298fc2ab920688c1709d4ba6476a2bc6
ICLR_2018_143_content.json,2018,Evaluating the Robustness of Neural Networks: An Extreme Value Theory Approach,35,28,22,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_143_paper.json,0,0,4,3,1,2,0,4,2,3,0,8,1,1,1,0,1,2,2,35,8,3,30,0,3,44,1,8,1,9,0,1,0,1,0,1,0,1,51,162,313,39,37,84,80,87,32,29176632807b17bf3da444713763b4b2b568306c
ICLR_2018_199_content.json,2018,FearNet: Brain-Inspired Model for Incremental Learning,43,13,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2018_199_paper.json,7,0,6,4,2,0,1,5,0,0,0,6,2,0,1,0,0,0,1,35,3,3,33,23,0,23,0,9,2,6,1,4,1,0,2,1,5,0,45,161,320,28,57,78,89,80,23,7e77d37e7fbfe90f58e4e96e8198903f364d6402
ICLR_2018_246_content.json,2018,Deep Active Learning for Named Entity Recognition,52,18,8,0,2,4,3,0,1,0,6,3,0,0,0,0,0,2,1,1,0,0,0,3,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_246_paper.json,0,1,7,0,2,4,6,8,0,2,0,7,0,0,1,0,1,1,3,43,2,0,30,8,1,44,2,8,0,11,0,0,1,1,0,2,2,5,20,137,320,26,67,93,89,54,24,683e201783bf76ab99791a02e3763fd3ab8dad96
ICLR_2018_295_content.json,2018,Deep Voice 3: Scaling Text-to-Speech with Convolutional Sequence Learning,28,15,0,3,4,2,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2018_295_paper.json,0,0,2,2,4,1,0,4,1,2,0,2,1,0,2,0,2,0,5,28,2,1,13,11,1,39,0,9,3,12,2,2,2,1,1,0,1,5,39,144,329,25,70,99,81,66,18,e142e52af456af42c6dfa55a15f11706b0c95531
ICLR_2018_247_content.json,2018,Go for a Walk and Arrive at the Answer: Reasoning Over Paths in Knowledge Bases using Reinforcement Learning,55,12,0,1,7,5,3,0,0,6,7,3,0,0,0,1,1,0,1,0,0,1,0,0,Accept (Poster),Accepted,7,6,5,6,good,ICLR_2018_247_paper.json,4,0,6,3,3,1,5,9,1,2,1,9,0,0,4,0,0,0,6,54,2,1,30,15,2,45,2,16,2,15,1,1,1,3,4,4,1,5,55,205,332,31,67,87,76,83,21,e9f32b34fde7d0034a147d5996470634c9e19002
ICLR_2018_219_content.json,2018,Sensitivity and Generalization in Neural Networks: an Empirical Study,43,18,9,5,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Accept (Poster),Accepted,8,5,4,5.67,good,ICLR_2018_219_paper.json,0,0,4,2,2,1,1,0,0,0,0,5,1,0,3,0,1,0,7,27,3,2,18,6,1,53,1,1,0,5,4,1,0,0,0,0,6,3,63,167,333,41,84,86,66,58,24,e837dfa120e8ce3cd587bde7b0787ef43fa7832d
ICLR_2018_264_content.json,2018,Deep Gaussian Embedding of Graphs: Unsupervised Inductive Learning via Ranking,32,15,12,0,1,1,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2018_264_paper.json,5,1,2,0,1,0,2,1,1,0,0,4,0,1,0,0,1,2,5,26,5,2,27,3,1,66,0,11,0,18,1,1,1,3,1,1,0,4,40,185,343,21,60,87,82,102,52,2b76b6e766547b3c6dbc2785a084ec3b72cb760d
ICLR_2018_256_content.json,2018,Scalable Private Learning with PATE,40,19,4,3,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_256_paper.json,2,1,6,6,2,4,1,7,3,2,0,3,0,1,3,0,1,1,3,46,6,3,49,23,0,124,3,15,7,9,1,3,2,2,2,2,2,3,149,405,366,37,62,100,80,95,42,44058a625cb64c311043145655645d8206e272c2
ICLR_2018_91_content.json,2018,Variational Inference of Disentangled Latent Concepts from Unlabeled Observations,58,24,16,3,12,5,0,1,3,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_91_paper.json,2,0,4,2,2,2,3,3,0,1,0,4,0,1,1,0,1,1,5,32,3,0,27,10,5,26,2,5,1,4,2,1,3,1,2,1,0,1,36,130,369,26,70,102,90,86,32,26690f2548c6dbf630de202b40dec417b20c9b6c
ICLR_2018_328_content.json,2018,Training GANs with Optimism,19,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,8,6,7,good,ICLR_2018_328_paper.json,1,0,4,1,0,2,0,0,0,0,0,2,1,0,2,1,0,0,6,20,4,1,27,10,0,74,3,19,3,13,1,0,1,1,0,0,0,2,77,236,376,31,79,98,87,88,27,63f2a1289ff16ca84cca383c7687452bf61c82c6
ICLR_2018_336_content.json,2018,On the Information Bottleneck Theory of Deep Learning,33,15,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_336_paper.json,0,0,13,0,1,5,3,5,2,0,0,4,0,0,4,0,1,0,4,42,8,2,45,7,0,57,5,9,1,3,0,1,0,2,8,0,2,0,104,254,381,47,75,95,79,89,38,0a255e716a89b787336ab956f0aa74424629c950
ICLR_2018_333_content.json,2018,Gaussian Process Behaviour in Wide Deep Neural Networks,27,9,2,2,6,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2018_333_paper.json,0,0,6,3,3,0,2,7,0,0,0,5,1,0,1,0,1,0,2,31,2,2,12,2,3,54,2,15,3,2,2,1,1,0,0,0,4,2,92,199,383,41,66,93,105,83,33,fb350d3b03e9308ccbd131d3d45dd44e383e6227
ICLR_2018_266_content.json,2018,Spatially Transformed Adversarial Examples,45,25,16,3,1,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,9,7,7.67,good,ICLR_2018_266_paper.json,0,0,7,2,3,2,3,7,0,3,0,1,2,0,0,0,1,0,4,35,1,0,17,8,0,38,3,8,0,10,1,1,2,2,3,0,0,1,21,116,384,58,82,92,75,78,27,d3c071dbbb4520ed5875f7e064a9da87240534db
ICLR_2018_206_content.json,2018,Recasting Gradient-Based Meta-Learning as Hierarchical Bayes,58,18,2,6,5,11,0,1,2,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_206_paper.json,4,0,2,2,8,3,1,4,0,1,0,1,1,0,0,0,0,1,3,31,6,0,15,11,0,42,2,7,2,2,1,0,1,0,0,0,0,1,29,119,399,45,75,107,105,70,21,46b072cf918ec6f50403568a73d4347ea86b7e66
ICLR_2018_56_content.json,2018,MaskGAN: Better Text Generation via Filling in the _______,35,20,6,6,7,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_56_paper.json,4,0,9,1,1,3,1,2,0,0,0,6,2,0,1,0,1,1,0,32,2,0,34,8,1,40,0,13,4,10,2,1,2,1,3,0,4,1,43,169,403,53,95,106,91,64,16,7f4afc1bf3272ae6ec00b46e27efc4a4f6b0826d
ICLR_2018_78_content.json,2018,An efficient framework for learning sentence representations,49,14,21,0,4,2,0,1,3,4,4,1,2,0,0,0,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2018_78_paper.json,0,0,1,2,0,0,2,4,0,3,0,14,2,0,1,0,3,0,11,43,3,0,19,11,6,20,5,14,0,17,1,0,2,0,2,0,4,4,50,158,404,30,81,110,102,90,23,bc1d609520290e0460c49b685675eb5a57fa5935
ICLR_2018_126_content.json,2018,Stochastic Variational Video Prediction,42,30,8,5,9,2,1,2,1,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2018_126_paper.json,1,0,7,1,1,1,1,6,0,0,2,4,2,0,3,0,1,0,7,37,0,2,31,7,0,37,0,9,2,15,3,1,0,0,0,1,0,4,35,147,413,62,82,95,86,94,26,59d86da5c5936e7a236678bf5eaaa7753c226fb1
ICLR_2018_121_content.json,2018,Stochastic Activation Pruning for Robust Adversarial Defense,22,13,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_121_paper.json,1,0,4,1,0,1,0,3,0,0,0,10,1,0,1,1,0,0,2,25,4,0,18,6,1,36,2,13,1,6,1,1,1,0,0,1,4,0,63,158,425,47,94,109,103,77,23,2f201c77e7ccdf1f37115e16accac3486a65c03d
ICLR_2018_191_content.json,2018,A DIRT-T Approach to Unsupervised Domain Adaptation,35,15,12,0,5,4,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,Accept (Poster),Accepted,8,7,7,7.33,good,ICLR_2018_191_paper.json,1,0,8,2,0,5,4,4,0,1,0,8,1,0,1,0,2,0,3,40,6,3,35,13,0,45,2,6,2,18,2,0,3,1,0,0,2,1,29,168,442,28,98,117,117,86,24,008c901b3fd9e46ee8d3bddb616121e2887b7e67
ICLR_2018_265_content.json,2018,Generating Natural Adversarial Examples,32,24,8,7,3,2,1,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_265_paper.json,0,0,4,1,0,4,0,13,1,0,1,9,0,1,0,0,2,0,0,36,0,3,26,7,3,54,1,16,6,16,1,1,0,0,1,0,8,2,20,165,444,58,87,128,96,80,30,3502b5ef1afb16f76bcae33db17179195bbcdaae
ICLR_2018_212_content.json,2018,A PAC-Bayesian Approach to Spectrally-Normalized Margin Bounds for Neural Networks,19,7,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,9,6,7,7.33,good,ICLR_2018_212_paper.json,0,0,4,1,0,1,0,1,0,0,0,2,4,0,5,1,2,1,6,28,0,0,7,1,0,30,2,3,1,3,0,0,0,0,0,1,0,1,59,108,444,65,107,96,83,84,32,4fc3ee440c2b0f66255a9e6966cee871ee0cc6da
ICLR_2018_202_content.json,2018,Understanding Deep Neural Networks with Rectified Linear Units,41,11,11,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,0,0,1,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_202_paper.json,0,0,2,3,3,0,3,1,1,0,0,2,2,1,6,1,2,0,5,32,7,3,15,9,1,50,0,2,2,3,1,1,0,0,1,0,1,2,104,202,448,59,75,121,105,75,32,9375729d21a344a5ccccd5f53556ddf90b957cd9
ICLR_2018_251_content.json,2018,Compositional Attention Networks for Machine Reasoning,39,23,14,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2018_251_paper.json,2,0,3,1,0,1,1,11,0,5,0,7,0,0,2,0,3,3,8,47,4,1,22,14,1,58,1,11,6,26,3,1,2,0,2,1,4,6,81,244,450,48,104,118,104,84,18,289fb3709475f5c87df8d97f129af54029d27fee
ICLR_2018_153_content.json,2018,On the State of the Art of Evaluation in Neural Language Models,26,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Accept (Poster),Accepted,7,5,8,6.67,good,ICLR_2018_153_paper.json,0,0,2,2,0,3,3,3,0,1,0,1,2,0,2,0,2,0,2,23,0,1,23,8,2,17,2,4,0,10,1,0,1,0,0,0,1,3,21,94,455,128,108,86,67,46,10,f0b6c1ffed9984317050d0c1dfb005cb65582f13
ICLR_2018_289_content.json,2018,Parameter Space Noise for Exploration,39,10,9,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2018_289_paper.json,0,0,3,6,3,2,4,6,2,0,0,3,1,1,0,0,4,1,8,44,1,3,25,15,0,43,4,15,4,7,2,2,1,0,2,1,4,3,56,188,456,100,111,98,72,68,26,142497432fe179ddb6ffe600c64a837ec6179550
ICLR_2018_87_content.json,2018,Model compression via distillation and quantization,38,24,12,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Accept (Poster),Accepted,7,6,8,7,good,ICLR_2018_87_paper.json,1,2,6,1,1,0,1,6,0,0,1,5,2,0,1,0,1,0,4,32,2,5,23,9,0,68,2,30,4,16,4,1,1,1,3,1,3,2,60,235,461,34,101,117,125,102,36,f6a4bf043af1a9ec7f104a7b7ab56806b241ceda
ICLR_2018_194_content.json,2018,Deep Complex Networks,50,13,18,2,7,1,0,1,2,0,0,0,0,0,0,0,1,0,4,3,0,0,0,1,Accept (Poster),Accepted,7,8,4,6.33,good,ICLR_2018_194_paper.json,1,0,3,1,2,2,4,3,1,0,0,10,2,0,7,0,1,0,10,47,7,1,29,8,2,44,4,20,3,5,1,2,5,1,2,2,4,2,60,202,463,41,84,94,132,128,34,a742162820cdabee2831235665517d0e98041502
ICLR_2018_3_content.json,2018,Multi-Scale Dense Networks for Resource Efficient Image Classification,40,17,8,2,5,5,0,1,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,Accept (Oral),Accepted,8,7,10,8.33,good,ICLR_2018_3_paper.json,0,0,3,3,4,0,2,6,2,0,1,4,2,0,0,0,4,2,6,39,1,2,32,13,0,39,4,12,1,12,0,1,5,1,2,2,2,4,55,188,477,29,81,101,150,115,42,125ccd810f43f1cba83c6681836d000f83d1886d
ICLR_2018_332_content.json,2018,Variational Continual Learning,50,19,0,4,14,9,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2018_332_paper.json,2,1,2,5,2,2,3,1,1,2,0,5,1,0,0,0,1,0,3,31,2,2,24,25,1,21,3,33,4,6,0,1,3,2,4,2,2,2,57,194,484,42,106,128,123,95,32,d475f695dedd94e96771fdaa1e5c075fd01d11cf
ICLR_2018_124_content.json,2018,Thermometer Encoding: One Hot Way To Resist Adversarial Examples,16,11,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2018_124_paper.json,0,0,5,1,1,1,3,2,1,1,0,3,4,0,5,0,2,0,1,30,0,2,26,7,0,33,1,9,1,5,0,0,0,2,1,0,3,2,32,124,486,72,121,117,101,75,22,8b9127bee0f7d109da2672ba06d0f39a5a60335a
ICLR_2018_6_content.json,2018,Spherical CNNs,36,12,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Accept (Oral),Accepted,8,7,9,8,good,ICLR_2018_6_paper.json,0,1,1,1,3,0,0,3,0,0,0,2,0,0,1,0,0,0,5,17,4,0,16,4,0,50,1,14,1,8,2,0,0,0,1,0,4,1,68,174,491,53,97,107,120,132,39,ce2845cadc5233ff0a647aa22ae3bbe646258890
ICLR_2018_97_content.json,2018,Distributed Prioritized Experience Replay,42,19,9,6,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,Accept (Poster),Accepted,9,7,6,7.33,good,ICLR_2018_97_paper.json,0,0,3,4,4,4,0,5,2,0,0,2,1,0,0,0,1,2,8,36,1,3,26,16,2,31,0,16,5,11,2,0,1,1,0,1,1,2,50,169,499,49,129,108,121,101,38,1f08598381af9146d0fd9a61b30d0e51a7331689
ICLR_2018_14_content.json,2018,Characterizing Adversarial Subspaces Using Local Intrinsic Dimensionality,37,22,15,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Oral),Accepted,8,6,7,7,good,ICLR_2018_14_paper.json,1,1,10,9,2,2,3,2,0,1,0,1,3,1,3,0,3,1,0,43,2,0,26,17,2,27,1,7,0,10,4,1,4,3,1,1,2,2,43,153,508,52,110,133,121,98,39,a18ada04d93981178234d9c8907fb99ea92fddcb
ICLR_2018_13_content.json,2018,Learning to Represent Programs with Graphs,29,15,6,1,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Oral),Accepted,8,8,8,8,good,ICLR_2018_13_paper.json,0,0,0,0,3,0,2,0,1,0,0,4,0,0,0,0,2,0,2,14,3,1,22,4,0,58,3,13,3,6,1,0,0,1,1,0,2,1,42,161,526,44,90,135,138,140,68,d0f2d7236e43f129744e88130fb71f8f872d2b31
ICLR_2018_281_content.json,2018,Learning Robust Rewards with Adverserial Inverse Reinforcement Learning,25,10,2,1,5,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2018_281_paper.json,1,0,6,1,1,0,4,5,0,3,0,3,0,1,0,0,3,2,0,30,1,2,19,13,1,48,4,16,6,17,1,2,0,6,3,0,2,0,47,188,527,41,74,128,158,144,57,5e2c4e7b3302549b3718601c44d9af6c7554efef
ICLR_2018_2_content.json,2018,Synthetic and Natural Noise Both Break Neural Machine Translation,51,29,10,2,1,2,2,0,1,0,6,0,0,0,0,0,0,0,2,1,0,0,1,0,Accept (Oral),Accepted,7,7,8,7.33,good,ICLR_2018_2_paper.json,1,0,11,1,1,3,0,6,0,0,0,2,0,0,1,0,1,0,2,29,0,0,31,2,3,28,5,10,2,8,3,2,1,0,6,0,1,1,33,136,532,50,110,132,136,107,49,765bdcf27ebc1eb03a14f1e47aefa4dda1e03073
ICLR_2018_129_content.json,2018,Towards better understanding of gradient-based attribution methods for Deep Neural Networks,30,13,5,4,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2018_129_paper.json,1,3,6,2,1,3,1,7,0,0,0,4,1,0,2,0,1,0,4,36,3,3,39,17,0,37,0,6,0,4,1,0,0,2,3,0,3,0,78,196,541,42,103,133,146,138,47,de01f74a899ecc7e3228cddbc743aaf6faf5e55f
ICLR_2018_104_content.json,2018,Generating Wikipedia by Summarizing Long Sequences,19,9,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2018_104_paper.json,0,0,1,3,1,4,0,2,3,3,0,1,0,1,0,0,2,0,3,24,3,1,18,3,0,40,5,18,6,11,5,2,1,1,1,0,3,1,12,131,542,45,110,131,142,119,51,7570afa31c68e24fce1342b7d67c591787219bc1
